Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Cured/Discharged/Migrated,New cases,Death cases,New recovered
25-05-2020,Jharkhand,23.6102,85.2799,370,148,20,4,7
25-05-2020,Karnataka,15.3173,75.7139,2089,654,130,42,46
25-05-2020,Kerala,10.8505,76.2711,847,521,52,4,6
25-05-2020,Ladakh,34.2996,78.2932,52,43,3,0,0
25-05-2020,Madhya Pradesh,22.9734,78.6569,6665,3408,294,290,141
25-05-2020,Maharashtra,19.7515,75.7139,50231,14600,3041,1635,1196
25-05-2020,Manipur,24.6637,93.9063,32,4,3,0,0
25-05-2020,Meghalaya,25.467,91.3662,14,12,0,1,0
25-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
25-05-2020,Odisha,20.9517,85.0985,1336,550,67,7,53
25-05-2020,Puducherry,11.9416,79.8083,41,12,15,0,2
25-05-2020,Punjab,31.1471,75.3412,2060,1898,15,40,28
25-05-2020,Rajasthan,27.0238,74.2179,7028,3848,286,163,62
25-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
25-05-2020,Tamil Nadu,11.1271,78.6569,16277,8324,765,111,833
25-05-2020,Telengana,18.1124,79.0193,1854,1090,41,53,25
25-05-2020,Tripura,23.9408,91.9882,191,165,2,0,12
25-05-2020,Uttar Pradesh,26.8467,80.9462,6268,3538,251,161,132
25-05-2020,Uttarakhand,30.0668,79.0193,317,58,73,3,2
25-05-2020,West Bengal,22.9868,87.855,3667,1339,208,272,58
26-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
26-05-2020,Andhra Pradesh,15.9129,79.74,3110,1896,287,56,40
26-05-2020,Arunachal Pradesh,28.218,94.7278,2,1,1,0,0
26-05-2020,Assam,26.2006,92.9376,526,62,148,4,7
26-05-2020,Bihar,25.0961,85.3131,2730,749,143,13,47
26-05-2020,Chandigarh,30.7333,76.7794,238,186,0,3,0
26-05-2020,Chhattisgarh,21.2787,81.8661,291,72,39,0,5
26-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
26-05-2020,Delhi,28.7041,77.1025,14053,6771,635,276,231
26-05-2020,Goa,15.2993,74.124,67,19,1,0,0
26-05-2020,Gujarat,22.2587,71.1924,14460,6636,404,888,224
26-05-2020,Haryana,29.0588,76.0856,1184,765,0,16,0
26-05-2020,Himachal Pradesh,31.1048,77.1734,223,67,20,5,4
26-05-2020,Jammu and Kashmir,33.7782,76.5762,1668,809,47,23,0
26-05-2020,Jharkhand,23.6102,85.2799,377,148,7,4,0
26-05-2020,Karnataka,15.3173,75.7139,2182,705,93,44,51
26-05-2020,Kerala,10.8505,76.2711,896,532,49,5,11
26-05-2020,Ladakh,34.2996,78.2932,52,43,0,0,0
26-05-2020,Madhya Pradesh,22.9734,78.6569,6859,3571,194,300,163
26-05-2020,Maharashtra,19.7515,75.7139,52667,15786,2436,1695,1186
26-05-2020,Manipur,24.6637,93.9063,39,4,7,0,0
26-05-2020,Meghalaya,25.467,91.3662,14,12,0,1,0
26-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
26-05-2020,Nagaland,26.1584,94.5624,3,0,0,0,0
26-05-2020,Odisha,20.9517,85.0985,1438,649,102,7,99
26-05-2020,Puducherry,11.9416,79.8083,41,12,0,0,0
26-05-2020,Punjab,31.1471,75.3412,2060,1898,0,40,0
26-05-2020,Rajasthan,27.0238,74.2179,7300,3951,272,167,103
26-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
26-05-2020,Tamil Nadu,11.1271,78.6569,17082,8731,805,118,407
26-05-2020,Telengana,18.1124,79.0193,1920,1164,66,56,74
26-05-2020,Tripura,23.9408,91.9882,194,165,3,0,0
26-05-2020,Uttar Pradesh,26.8467,80.9462,6532,3581,264,165,43
26-05-2020,Uttarakhand,30.0668,79.0193,349,58,32,3,0
26-05-2020,West Bengal,22.9868,87.855,3816,1414,149,278,75
27-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
27-05-2020,Andhra Pradesh,15.9129,79.74,3171,2009,61,57,113
27-05-2020,Arunachal Pradesh,28.218,94.7278,2,1,0,0,0
27-05-2020,Assam,26.2006,92.9376,616,62,90,4,0
27-05-2020,Bihar,25.0961,85.3131,2983,900,253,13,151
27-05-2020,Chandigarh,30.7333,76.7794,266,187,28,4,1
27-05-2020,Chhattisgarh,21.2787,81.8661,361,79,70,0,7
27-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
27-05-2020,Delhi,28.7041,77.1025,14465,7223,412,288,452
27-05-2020,Goa,15.2993,74.124,67,28,0,0,9
27-05-2020,Gujarat,22.2587,71.1924,14821,7139,361,915,503
27-05-2020,Haryana,29.0588,76.0856,1305,824,121,17,59
27-05-2020,Himachal Pradesh,31.1048,77.1734,247,67,24,5,0
27-05-2020,Jammu and Kashmir,33.7782,76.5762,1759,833,91,24,24
27-05-2020,Jharkhand,23.6102,85.2799,426,175,49,4,27
27-05-2020,Karnataka,15.3173,75.7139,2283,748,101,44,43
27-05-2020,Kerala,10.8505,76.2711,963,542,67,6,10
27-05-2020,Ladakh,34.2996,78.2932,53,43,1,0,0
27-05-2020,Madhya Pradesh,22.9734,78.6569,7024,3689,165,305,118
27-05-2020,Maharashtra,19.7515,75.7139,54758,16954,2091,1792,1168
27-05-2020,Manipur,24.6637,93.9063,39,4,0,0,0
27-05-2020,Meghalaya,25.467,91.3662,15,12,1,1,0
27-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
27-05-2020,Nagaland,26.1584,94.5624,4,0,1,0,0
27-05-2020,Odisha,20.9517,85.0985,1517,733,79,7,84
27-05-2020,Puducherry,11.9416,79.8083,46,12,5,0,0
27-05-2020,Punjab,31.1471,75.3412,2106,1918,46,40,20
27-05-2020,Rajasthan,27.0238,74.2179,7536,4171,236,170,220
27-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
27-05-2020,Tamil Nadu,11.1271,78.6569,17728,9342,646,127,611
27-05-2020,Telengana,18.1124,79.0193,1991,1284,71,57,120
27-05-2020,Tripura,23.9408,91.9882,207,165,13,0,0
27-05-2020,Uttar Pradesh,26.8467,80.9462,6548,3698,16,170,117
27-05-2020,Uttarakhand,30.0668,79.0193,401,64,52,4,6
27-05-2020,West Bengal,22.9868,87.855,4009,1486,193,283,72
28-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
28-05-2020,Andhra Pradesh,15.9129,79.74,3171,2057,0,58,48
28-05-2020,Arunachal Pradesh,28.218,94.7278,2,1,0,0,0
28-05-2020,Assam,26.2006,92.9376,781,87,165,4,25
28-05-2020,Bihar,25.0961,85.3131,3061,1083,78,15,183
28-05-2020,Chandigarh,30.7333,76.7794,279,187,13,4,0
28-05-2020,Chhattisgarh,21.2787,81.8661,369,83,8,0,4
28-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
28-05-2020,Delhi,28.7041,77.1025,15257,7264,792,303,41
28-05-2020,Goa,15.2993,74.124,68,37,1,0,9
28-05-2020,Gujarat,22.2587,71.1924,15195,7549,374,938,410
28-05-2020,Haryana,29.0588,76.0856,1381,838,76,18,14
28-05-2020,Himachal Pradesh,31.1048,77.1734,273,70,26,5,3
28-05-2020,Jammu and Kashmir,33.7782,76.5762,1921,854,162,26,21
28-05-2020,Jharkhand,23.6102,85.2799,448,185,22,4,10
28-05-2020,Karnataka,15.3173,75.7139,2418,781,135,47,33
28-05-2020,Kerala,10.8505,76.2711,1004,552,41,7,10
28-05-2020,Ladakh,34.2996,78.2932,53,43,0,0,0
28-05-2020,Madhya Pradesh,22.9734,78.6569,7261,3927,237,313,238
28-05-2020,Maharashtra,19.7515,75.7139,56948,17918,2190,1897,964
28-05-2020,Manipur,24.6637,93.9063,44,4,5,0,0
28-05-2020,Meghalaya,25.467,91.3662,20,12,5,1,0
28-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
28-05-2020,Nagaland,26.1584,94.5624,4,0,0,0,0
28-05-2020,Odisha,20.9517,85.0985,1593,733,76,7,0
28-05-2020,Puducherry,11.9416,79.8083,46,12,0,0,0
28-05-2020,Punjab,31.1471,75.3412,2139,1918,33,40,0
28-05-2020,Rajasthan,27.0238,74.2179,7703,4457,167,173,286
28-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
28-05-2020,Tamil Nadu,11.1271,78.6569,18545,9909,817,133,567
28-05-2020,Telengana,18.1124,79.0193,2098,1284,107,63,0
28-05-2020,Tripura,23.9408,91.9882,230,165,23,0,0
28-05-2020,Uttar Pradesh,26.8467,80.9462,6991,3991,443,182,293
28-05-2020,Uttarakhand,30.0668,79.0193,469,79,68,4,15
28-05-2020,West Bengal,22.9868,87.855,4192,1578,183,289,92
29-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
29-05-2020,Andhra Pradesh,15.9129,79.74,3251,2125,80,59,68
29-05-2020,Arunachal Pradesh,28.218,94.7278,3,1,1,0,0
29-05-2020,Assam,26.2006,92.9376,856,104,75,4,17
29-05-2020,Bihar,25.0961,85.3131,3296,1211,235,15,128
29-05-2020,Chandigarh,30.7333,76.7794,288,189,9,4,2
29-05-2020,Chhattisgarh,21.2787,81.8661,399,83,30,0,0
29-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
29-05-2020,Delhi,28.7041,77.1025,16281,7495,1024,316,231
29-05-2020,Goa,15.2993,74.124,69,38,1,0,1
29-05-2020,Gujarat,22.2587,71.1924,15562,8003,367,960,454
29-05-2020,Haryana,29.0588,76.0856,1504,881,123,19,43
29-05-2020,Himachal Pradesh,31.1048,77.1734,276,70,3,5,0
29-05-2020,Jammu and Kashmir,33.7782,76.5762,2036,859,115,27,5
29-05-2020,Jharkhand,23.6102,85.2799,469,212,21,4,27
29-05-2020,Karnataka,15.3173,75.7139,2533,834,115,47,53
29-05-2020,Kerala,10.8505,76.2711,1088,555,84,7,3
29-05-2020,Ladakh,34.2996,78.2932,73,43,20,0,0
29-05-2020,Madhya Pradesh,22.9734,78.6569,7453,4050,192,321,123
29-05-2020,Maharashtra,19.7515,75.7139,59546,18616,2598,1982,698
29-05-2020,Manipur,24.6637,93.9063,55,5,11,0,1
29-05-2020,Meghalaya,25.467,91.3662,21,12,1,1,0
29-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
29-05-2020,Nagaland,26.1584,94.5624,18,0,14,0,0
29-05-2020,Odisha,20.9517,85.0985,1660,887,67,7,154
29-05-2020,Puducherry,11.9416,79.8083,51,14,5,0,2
29-05-2020,Punjab,31.1471,75.3412,2158,1946,19,40,28
29-05-2020,Rajasthan,27.0238,74.2179,8067,4817,364,180,360
29-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
29-05-2020,Tamil Nadu,11.1271,78.6569,19372,10548,827,145,639
29-05-2020,Telengana,18.1124,79.0193,2256,1345,158,67,61
29-05-2020,Tripura,23.9408,91.9882,242,167,12,0,2
29-05-2020,Uttar Pradesh,26.8467,80.9462,7170,4215,179,197,224
29-05-2020,Uttarakhand,30.0668,79.0193,500,79,31,4,0
29-05-2020,West Bengal,22.9868,87.855,4536,1668,344,295,90
30-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
30-05-2020,Andhra Pradesh,15.9129,79.74,3436,2226,185,60,101
30-05-2020,Arunachal Pradesh,28.218,94.7278,3,1,0,0,0
30-05-2020,Assam,26.2006,92.9376,1024,125,168,4,21
30-05-2020,Bihar,25.0961,85.3131,3376,1211,80,15,0
30-05-2020,Chandigarh,30.7333,76.7794,289,189,1,4,0
30-05-2020,Chhattisgarh,21.2787,81.8661,415,100,16,1,17
30-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
30-05-2020,Delhi,28.7041,77.1025,17386,7846,1105,398,351
30-05-2020,Goa,15.2993,74.124,69,41,0,0,3
30-05-2020,Gujarat,22.2587,71.1924,15934,8611,372,980,608
30-05-2020,Haryana,29.0588,76.0856,1721,940,217,19,59
30-05-2020,Himachal Pradesh,31.1048,77.1734,295,87,19,5,17
30-05-2020,Jammu and Kashmir,33.7782,76.5762,2164,875,128,28,16
30-05-2020,Jharkhand,23.6102,85.2799,511,216,42,5,4
30-05-2020,Karnataka,15.3173,75.7139,2781,894,248,48,60
30-05-2020,Kerala,10.8505,76.2711,1150,565,62,8,10
30-05-2020,Ladakh,34.2996,78.2932,74,43,1,0,0
30-05-2020,Madhya Pradesh,22.9734,78.6569,7645,4269,192,334,219
30-05-2020,Maharashtra,19.7515,75.7139,62228,26997,2682,2098,8381
30-05-2020,Manipur,24.6637,93.9063,59,8,4,0,3
30-05-2020,Meghalaya,25.467,91.3662,27,12,6,1,0
30-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
30-05-2020,Nagaland,26.1584,94.5624,25,0,7,0,0
30-05-2020,Odisha,20.9517,85.0985,1723,887,63,7,0
30-05-2020,Puducherry,11.9416,79.8083,51,14,0,0,0
30-05-2020,Punjab,31.1471,75.3412,2197,1949,39,42,3
30-05-2020,Rajasthan,27.0238,74.2179,8365,5244,298,184,427
30-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
30-05-2020,Tamil Nadu,11.1271,78.6569,20246,11313,874,154,765
30-05-2020,Telengana,18.1124,79.0193,2425,1381,169,71,36
30-05-2020,Tripura,23.9408,91.9882,251,171,9,0,4
30-05-2020,Uttar Pradesh,26.8467,80.9462,7284,4244,114,198,29
30-05-2020,Uttarakhand,30.0668,79.0193,716,102,216,5,23
30-05-2020,West Bengal,22.9868,87.855,4813,1775,277,302,107
31-05-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
31-05-2020,Andhra Pradesh,15.9129,79.74,3569,2289,133,60,63
31-05-2020,Arunachal Pradesh,28.218,94.7278,4,1,1,0,0
31-05-2020,Assam,26.2006,92.9376,1185,163,161,4,38
31-05-2020,Bihar,25.0961,85.3131,3636,1618,260,20,407
31-05-2020,Chandigarh,30.7333,76.7794,289,189,0,4,0
31-05-2020,Chhattisgarh,21.2787,81.8661,447,102,32,1,2
31-05-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
31-05-2020,Delhi,28.7041,77.1025,18549,8075,1163,416,229
31-05-2020,Goa,15.2993,74.124,70,41,1,0,0
31-05-2020,Gujarat,22.2587,71.1924,16343,9230,409,1007,619
31-05-2020,Haryana,29.0588,76.0856,1923,971,202,20,31
31-05-2020,Himachal Pradesh,31.1048,77.1734,313,111,18,5,24
31-05-2020,Jammu and Kashmir,33.7782,76.5762,2341,908,177,28,33
31-05-2020,Jharkhand,23.6102,85.2799,563,256,52,5,40
31-05-2020,Karnataka,15.3173,75.7139,2922,997,141,48,103
31-05-2020,Kerala,10.8505,76.2711,1208,575,58,9,10
31-05-2020,Ladakh,34.2996,78.2932,74,43,0,0,0
31-05-2020,Madhya Pradesh,22.9734,78.6569,7891,4444,246,343,175
31-05-2020,Maharashtra,19.7515,75.7139,65168,28081,2940,2197,1084
31-05-2020,Manipur,24.6637,93.9063,62,8,3,0,0
31-05-2020,Meghalaya,25.467,91.3662,27,12,0,1,0
31-05-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
31-05-2020,Nagaland,26.1584,94.5624,36,0,11,0,0
31-05-2020,Odisha,20.9517,85.0985,1819,1050,96,7,163
31-05-2020,Puducherry,11.9416,79.8083,51,14,0,0,0
31-05-2020,Punjab,31.1471,75.3412,2233,1967,36,44,18
31-05-2020,Rajasthan,27.0238,74.2179,8617,5739,252,193,495
31-05-2020,Sikkim,27.533,88.5122,1,0,0,0,0
31-05-2020,Tamil Nadu,11.1271,78.6569,21184,12000,938,160,687
31-05-2020,Telengana,18.1124,79.0193,2499,1412,74,77,31
31-05-2020,Tripura,23.9408,91.9882,268,172,17,0,1
31-05-2020,Uttar Pradesh,26.8467,80.9462,7445,4410,161,201,166
31-05-2020,Uttarakhand,30.0668,79.0193,749,102,33,5,0
31-05-2020,West Bengal,22.9868,87.855,5130,1970,317,309,195
01-06-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
01-06-2020,Andhra Pradesh,15.9129,79.74,3679,2349,110,62,60
01-06-2020,Arunachal Pradesh,28.218,94.7278,4,1,0,0,0
01-06-2020,Assam,26.2006,92.9376,1272,185,87,4,22
01-06-2020,Bihar,25.0961,85.3131,3815,1710,179,21,92
01-06-2020,Chandigarh,30.7333,76.7794,293,199,4,4,10
01-06-2020,Chhattisgarh,21.2787,81.8661,498,115,51,1,13
01-06-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,2,0,0,0,0
01-06-2020,Delhi,28.7041,77.1025,19844,8478,1295,473,403
01-06-2020,Goa,15.2993,74.124,70,42,0,0,1
01-06-2020,Gujarat,22.2587,71.1924,16779,9919,436,1038,689
01-06-2020,Haryana,29.0588,76.0856,2091,1048,168,20,77
01-06-2020,Himachal Pradesh,31.1048,77.1734,331,120,18,5,9
01-06-2020,Jammu and Kashmir,33.7782,76.5762,2446,927,105,28,19
01-06-2020,Jharkhand,23.6102,85.2799,610,256,47,5,0
01-06-2020,Karnataka,15.3173,75.7139,3221,1218,299,51,221
01-06-2020,Kerala,10.8505,76.2711,1269,590,61,9,15
01-06-2020,Ladakh,34.2996,78.2932,74,43,0,0,0
01-06-2020,Madhya Pradesh,22.9734,78.6569,8089,4842,198,350,398
01-06-2020,Maharashtra,19.7515,75.7139,67655,29329,2487,2286,1248
01-06-2020,Manipur,24.6637,93.9063,71,11,9,0,3
01-06-2020,Meghalaya,25.467,91.3662,27,12,0,1,0
01-06-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
01-06-2020,Nagaland,26.1584,94.5624,43,0,7,0,0
01-06-2020,Odisha,20.9517,85.0985,1948,1126,129,7,76
01-06-2020,Puducherry,11.9416,79.8083,70,25,19,0,11
01-06-2020,Punjab,31.1471,75.3412,2263,1987,30,45,20
01-06-2020,Rajasthan,27.0238,74.2179,8831,5927,214,194,188
01-06-2020,Sikkim,27.533,88.5122,1,0,0,0,0
01-06-2020,Tamil Nadu,11.1271,78.6569,22333,12757,1149,173,757
01-06-2020,Telengana,18.1124,79.0193,2698,1428,199,82,16
01-06-2020,Tripura,23.9408,91.9882,313,173,45,0,1
01-06-2020,Uttar Pradesh,26.8467,80.9462,7823,4709,378,213,299
01-06-2020,Uttarakhand,30.0668,79.0193,907,102,158,5,0
01-06-2020,West Bengal,22.9868,87.855,5501,2157,371,317,187
02-06-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
02-06-2020,Andhra Pradesh,15.9129,79.74,3783,2378,104,64,29
02-06-2020,Arunachal Pradesh,28.218,94.7278,22,1,18,0,0
02-06-2020,Assam,26.2006,92.9376,1390,277,118,4,92
02-06-2020,Bihar,25.0961,85.3131,3926,1900,111,24,190
02-06-2020,Chandigarh,30.7333,76.7794,294,199,1,4,0
02-06-2020,Chhattisgarh,21.2787,81.8661,547,122,49,1,7
02-06-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,3,1,1,0,1
02-06-2020,Delhi,28.7041,77.1025,20834,8746,990,523,268
02-06-2020,Goa,15.2993,74.124,71,42,1,0,0
02-06-2020,Gujarat,22.2587,71.1924,17200,10780,421,1063,861
02-06-2020,Haryana,29.0588,76.0856,2356,1055,265,21,7
02-06-2020,Himachal Pradesh,31.1048,77.1734,340,122,9,5,2
02-06-2020,Jammu and Kashmir,33.7782,76.5762,2601,946,155,31,19
02-06-2020,Jharkhand,23.6102,85.2799,659,296,49,5,40
02-06-2020,Karnataka,15.3173,75.7139,3408,1328,187,52,110
02-06-2020,Kerala,10.8505,76.2711,1326,608,57,10,18
02-06-2020,Ladakh,34.2996,78.2932,77,43,3,0,0
02-06-2020,Madhya Pradesh,22.9734,78.6569,8283,5003,194,358,161
02-06-2020,Maharashtra,19.7515,75.7139,70013,30108,2358,2362,779
02-06-2020,Manipur,24.6637,93.9063,83,11,12,0,0
02-06-2020,Meghalaya,25.467,91.3662,27,12,0,1,0
02-06-2020,Mizoram,23.1645,92.9376,1,1,0,0,0
02-06-2020,Nagaland,26.1584,94.5624,43,0,0,0,0
02-06-2020,Odisha,20.9517,85.0985,2104,1245,156,7,119
02-06-2020,Puducherry,11.9416,79.8083,74,25,4,0,0
02-06-2020,Punjab,31.1471,75.3412,2301,2000,38,45,13
02-06-2020,Rajasthan,27.0238,74.2179,8980,6040,149,198,113
02-06-2020,Sikkim,27.533,88.5122,1,0,0,0,0
02-06-2020,Tamil Nadu,11.1271,78.6569,23495,13170,1162,184,413
02-06-2020,Telengana,18.1124,79.0193,2792,1491,94,88,63
02-06-2020,Tripura,23.9408,91.9882,420,173,107,0,0
02-06-2020,Uttar Pradesh,26.8467,80.9462,8075,4843,252,217,134
02-06-2020,Uttarakhand,30.0668,79.0193,958,222,51,6,120
02-06-2020,West Bengal,22.9868,87.855,5772,2306,271,325,149
03-06-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
03-06-2020,Andhra Pradesh,15.9129,79.74,3898,2421,115,64,43
03-06-2020,Arunachal Pradesh,28.218,94.7278,22,1,0,0,0
03-06-2020,Assam,26.2006,92.9376,1513,324,123,4,47
03-06-2020,Bihar,25.0961,85.3131,4155,1946,229,24,46
03-06-2020,Chandigarh,30.7333,76.7794,301,214,7,5,15
03-06-2020,Chhattisgarh,21.2787,81.8661,564,130,17,1,8
03-06-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,4,1,1,0,0
03-06-2020,Delhi,28.7041,77.1025,22132,9243,1298,556,497
03-06-2020,Goa,15.2993,74.124,79,57,8,0,15
03-06-2020,Gujarat,22.2587,71.1924,17617,11894,417,1092,1114
03-06-2020,Haryana,29.0588,76.0856,2652,1069,296,23,14
03-06-2020,Himachal Pradesh,31.1048,77.1734,345,140,5,5,18
03-06-2020,Jammu and Kashmir,33.7782,76.5762,2718,953,117,33,7
03-06-2020,Jharkhand,23.6102,85.2799,712,320,53,5,24
03-06-2020,Karnataka,15.3173,75.7139,3796,1403,388,52,75
03-06-2020,Kerala,10.8505,76.2711,1412,627,86,11,19
03-06-2020,Ladakh,34.2996,78.2932,81,47,4,1,4
03-06-2020,Madhya Pradesh,22.9734,78.6569,8420,5221,137,364,218
03-06-2020,Maharashtra,19.7515,75.7139,72300,31333,2287,2465,1225
03-06-2020,Manipur,24.6637,93.9063,89,14,6,0,3
03-06-2020,Meghalaya,25.467,91.3662,27,12,0,1,0
03-06-2020,Mizoram,23.1645,92.9376,13,1,12,0,0
03-06-2020,Nagaland,26.1584,94.5624,49,0,6,0,0
03-06-2020,Odisha,20.9517,85.0985,2245,1325,141,7,80
03-06-2020,Puducherry,11.9416,79.8083,82,25,8,0,0
03-06-2020,Punjab,31.1471,75.3412,2342,2017,41,46,17
03-06-2020,Rajasthan,27.0238,74.2179,9373,6435,393,203,395
03-06-2020,Sikkim,27.533,88.5122,1,0,0,0,0
03-06-2020,Tamil Nadu,11.1271,78.6569,24586,13706,1091,197,536
03-06-2020,Telengana,18.1124,79.0193,2891,1526,99,92,35
03-06-2020,Tripura,23.9408,91.9882,468,173,48,0,0
03-06-2020,Uttar Pradesh,26.8467,80.9462,8361,5030,286,222,187
03-06-2020,Uttarakhand,30.0668,79.0193,1043,252,85,7,30
03-06-2020,West Bengal,22.9868,87.855,6168,2410,396,335,104
04-06-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
04-06-2020,Andhra Pradesh,15.9129,79.74,4080,2466,182,68,45
04-06-2020,Arunachal Pradesh,28.218,94.7278,38,1,16,0,0
04-06-2020,Assam,26.2006,92.9376,1672,413,159,4,89
04-06-2020,Bihar,25.0961,85.3131,4390,2077,235,25,131
04-06-2020,Chandigarh,30.7333,76.7794,301,214,0,5,0
04-06-2020,Chhattisgarh,21.2787,81.8661,668,188,104,2,58
04-06-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,8,1,4,0,0
04-06-2020,Delhi,28.7041,77.1025,23645,9542,1513,606,299
04-06-2020,Goa,15.2993,74.124,79,57,0,0,0
04-06-2020,Gujarat,22.2587,71.1924,18100,12212,483,1122,318
04-06-2020,Haryana,29.0588,76.0856,2954,1089,302,23,20
04-06-2020,Himachal Pradesh,31.1048,77.1734,359,150,14,5,10
04-06-2020,Jammu and Kashmir,33.7782,76.5762,2857,1007,139,34,54
04-06-2020,Jharkhand,23.6102,85.2799,752,321,40,5,1
04-06-2020,Karnataka,15.3173,75.7139,4063,1514,267,53,111
04-06-2020,Kerala,10.8505,76.2711,1494,651,82,11,24
04-06-2020,Ladakh,34.2996,78.2932,90,48,9,1,1
04-06-2020,Madhya Pradesh,22.9734,78.6569,8588,5445,168,371,224
04-06-2020,Maharashtra,19.7515,75.7139,74860,32329,2560,2587,996
04-06-2020,Manipur,24.6637,93.9063,118,38,29,0,24
04-06-2020,Meghalaya,25.467,91.3662,33,13,6,1,1
04-06-2020,Mizoram,23.1645,92.9376,14,1,1,0,0
04-06-2020,Nagaland,26.1584,94.5624,58,0,9,0,0
04-06-2020,Odisha,20.9517,85.0985,2388,1416,143,7,91
04-06-2020,Puducherry,11.9416,79.8083,82,25,0,0,0
04-06-2020,Punjab,31.1471,75.3412,2376,2029,34,47,12
04-06-2020,Rajasthan,27.0238,74.2179,9652,6744,279,209,309
04-06-2020,Sikkim,27.533,88.5122,2,0,1,0,0
04-06-2020,Tamil Nadu,11.1271,78.6569,25872,14316,1286,208,610
04-06-2020,Telengana,18.1124,79.0193,3020,1556,129,99,30
04-06-2020,Tripura,23.9408,91.9882,468,173,0,0,0
04-06-2020,Uttar Pradesh,26.8467,80.9462,8729,5176,368,229,146
04-06-2020,Uttarakhand,30.0668,79.0193,1085,282,42,8,30
04-06-2020,West Bengal,22.9868,87.855,6508,2580,340,345,170
05-06-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,33,0,0,0
05-06-2020,Andhra Pradesh,15.9129,79.74,4223,2539,143,71,73
05-06-2020,Arunachal Pradesh,28.218,94.7278,42,1,4,0,0
05-06-2020,Assam,26.2006,92.9376,1988,442,316,4,29
05-06-2020,Bihar,25.0961,85.3131,4493,2210,103,29,133
05-06-2020,Chandigarh,30.7333,76.7794,301,214,0,5,0
05-06-2020,Chhattisgarh,21.2787,81.8661,756,213,88,2,25
05-06-2020,Dadra and Nagar Haveli and Daman and Diu,20.1809,73.0169,12,1,4,0,0
05-06-2020,Delhi,28.7041,77.1025,25004,9898,1359,650,356
05-06-2020,Goa,15.2993,74.124,166,57,87,0,0
05-06-2020,Gujarat,22.2587,71.1924,18584,12667,484,1155,455
05-06-2020,Haryana,29.0588,76.0856,3281,2134,327,24,1045
05-06-2020,Himachal Pradesh,31.1048,77.1734,383,179,24,5,29
05-06-2020,Jammu and Kashmir,33.7782,76.5762,3142,1048,285,35,41
05-06-2020,Jharkhand,23.6102,85.2799,793,354,41,6,33
05-06-2020,Karnataka,15.3173,75.7139,4320,1610,257,57,96
05-06-2020,Kerala,10.8505,76.2711,1588,690,94,14,39
05-06-2020,Ladakh,34.2996,78.2932,90,48,0,1,0
05-06-2020,Madhya Pradesh,22.9734,78.6569,8762,5637,174,377,192
05-06-2020,Maharashtra,19.7515,75.7139,77793,33681,2933,2710,1352
05-06-2020,Manipur,24.6637,93.9063,124,38,6,0,0
05-06-2020,Meghalaya,25.467,91.3662,33,13,0,1,0
05-06-2020,Mizoram,23.1645,92.9376,17,1,3,0,0
05-06-2020,Nagaland,26.1584,94.5624,80,0,22,0,0
05-06-2020,Odisha,20.9517,85.0985,2478,1416,90,7,0
