Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Cured/Discharged/Migrated,New cases,Death cases,New recovered
17-04-2020,Gujarat,22.2587,71.1924,1021,74,255,38,10
17-04-2020,Haryana,29.0588,76.0856,205,43,0,3,0
17-04-2020,Himachal Pradesh,31.1048,77.1734,35,16,0,1,0
17-04-2020,Jammu and Kashmir,33.7782,76.5762,314,38,14,4,2
17-04-2020,Jharkhand,23.6102,85.2799,29,0,1,2,0
17-04-2020,Karnataka,15.3173,75.7139,353,82,74,13,2
17-04-2020,Kerala,10.8505,76.2711,395,245,7,3,27
17-04-2020,Ladakh,34.2996,78.2932,18,14,1,0,4
17-04-2020,Madhya Pradesh,22.9734,78.6569,1308,65,321,57,1
17-04-2020,Maharashtra,19.7515,75.7139,3205,300,289,194,5
17-04-2020,Manipur,24.6637,93.9063,2,1,0,0,0
17-04-2020,Meghalaya,25.467,91.3662,9,0,2,1,0
17-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
17-04-2020,Odisha,20.9517,85.0985,60,19,0,1,1
17-04-2020,Puducherry,11.9416,79.8083,7,1,0,0,0
17-04-2020,Punjab,31.1471,75.3412,186,27,0,13,0
17-04-2020,Rajasthan,27.0238,74.2179,1131,164,108,11,17
17-04-2020,Tamil Nadu,11.1271,78.6569,1267,180,25,15,62
17-04-2020,Telengana,18.1124,79.0193,743,186,96,18,66
17-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
17-04-2020,Uttar Pradesh,26.8467,80.9462,846,74,111,14,23
17-04-2020,Uttarakhand,30.0668,79.0193,37,9,0,0,0
17-04-2020,West Bengal,22.9868,87.855,255,51,24,10,9
18-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,12,11,1,0,1
18-04-2020,Andhra Pradesh,15.9129,79.74,572,36,0,14,0
18-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0
18-04-2020,Assam,26.2006,92.9376,35,5,0,1,0
18-04-2020,Bihar,25.0961,85.3131,83,37,0,2,0
18-04-2020,Chandigarh,30.7333,76.7794,21,9,0,0,0
18-04-2020,Chhattisgarh,21.2787,81.8661,36,24,0,0,1
18-04-2020,Delhi,28.7041,77.1025,1707,72,67,42,21
18-04-2020,Goa,15.2993,74.124,7,6,0,0,0
18-04-2020,Gujarat,22.2587,71.1924,1099,86,78,41,12
18-04-2020,Haryana,29.0588,76.0856,225,43,20,3,0
18-04-2020,Himachal Pradesh,31.1048,77.1734,36,16,1,1,0
18-04-2020,Jammu and Kashmir,33.7782,76.5762,328,42,14,5,4
18-04-2020,Jharkhand,23.6102,85.2799,33,0,4,2,0
18-04-2020,Karnataka,15.3173,75.7139,359,89,6,13,7
18-04-2020,Kerala,10.8505,76.2711,396,255,1,3,10
18-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
18-04-2020,Madhya Pradesh,22.9734,78.6569,1310,69,2,69,4
18-04-2020,Maharashtra,19.7515,75.7139,3323,331,118,201,31
18-04-2020,Manipur,24.6637,93.9063,2,1,0,0,0
18-04-2020,Meghalaya,25.467,91.3662,9,0,0,1,0
18-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
18-04-2020,Odisha,20.9517,85.0985,60,19,0,1,0
18-04-2020,Puducherry,11.9416,79.8083,7,1,0,0,0
18-04-2020,Punjab,31.1471,75.3412,202,27,16,13,0
18-04-2020,Rajasthan,27.0238,74.2179,1229,183,98,11,19
18-04-2020,Tamil Nadu,11.1271,78.6569,1323,283,56,15,103
18-04-2020,Telengana,18.1124,79.0193,766,186,23,18,0
18-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
18-04-2020,Uttar Pradesh,26.8467,80.9462,849,82,3,14,8
18-04-2020,Uttarakhand,30.0668,79.0193,40,9,3,0,0
18-04-2020,West Bengal,22.9868,87.855,287,55,32,10,4
19-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,14,11,2,0,0
19-04-2020,Andhra Pradesh,15.9129,79.74,603,42,31,15,6
19-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0
19-04-2020,Assam,26.2006,92.9376,35,12,0,1,7
19-04-2020,Bihar,25.0961,85.3131,86,37,3,2,0
19-04-2020,Chandigarh,30.7333,76.7794,23,10,2,0,1
19-04-2020,Chhattisgarh,21.2787,81.8661,36,24,0,0,0
19-04-2020,Delhi,28.7041,77.1025,1893,72,186,42,0
19-04-2020,Goa,15.2993,74.124,7,6,0,0,0
19-04-2020,Gujarat,22.2587,71.1924,1376,93,277,53,7
19-04-2020,Haryana,29.0588,76.0856,225,43,0,3,0
19-04-2020,Himachal Pradesh,31.1048,77.1734,39,16,3,1,0
19-04-2020,Jammu and Kashmir,33.7782,76.5762,341,51,13,5,9
19-04-2020,Jharkhand,23.6102,85.2799,34,0,1,2,0
19-04-2020,Karnataka,15.3173,75.7139,384,104,25,14,15
19-04-2020,Kerala,10.8505,76.2711,400,257,4,3,2
19-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
19-04-2020,Madhya Pradesh,22.9734,78.6569,1407,127,97,70,58
19-04-2020,Maharashtra,19.7515,75.7139,3651,365,328,211,34
19-04-2020,Manipur,24.6637,93.9063,2,1,0,0,0
19-04-2020,Meghalaya,25.467,91.3662,11,0,2,1,0
19-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
19-04-2020,Odisha,20.9517,85.0985,61,24,1,1,5
19-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,2
19-04-2020,Punjab,31.1471,75.3412,202,27,0,13,0
19-04-2020,Rajasthan,27.0238,74.2179,1351,183,122,11,0
19-04-2020,Tamil Nadu,11.1271,78.6569,1372,365,49,15,82
19-04-2020,Telengana,18.1124,79.0193,809,186,43,18,0
19-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
19-04-2020,Uttar Pradesh,26.8467,80.9462,969,86,120,14,4
19-04-2020,Uttarakhand,30.0668,79.0193,42,9,2,0,0
19-04-2020,West Bengal,22.9868,87.855,310,62,23,12,7
20-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,15,11,1,0,0
20-04-2020,Andhra Pradesh,15.9129,79.74,646,42,43,15,0
20-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0
20-04-2020,Assam,26.2006,92.9376,35,17,0,1,5
20-04-2020,Bihar,25.0961,85.3131,93,42,7,2,5
20-04-2020,Chandigarh,30.7333,76.7794,26,13,3,0,3
20-04-2020,Chhattisgarh,21.2787,81.8661,36,25,0,0,1
20-04-2020,Delhi,28.7041,77.1025,2003,72,110,45,0
20-04-2020,Goa,15.2993,74.124,7,7,0,0,1
20-04-2020,Gujarat,22.2587,71.1924,1743,105,367,63,12
20-04-2020,Haryana,29.0588,76.0856,233,87,8,3,44
20-04-2020,Himachal Pradesh,31.1048,77.1734,39,16,0,1,0
20-04-2020,Jammu and Kashmir,33.7782,76.5762,350,56,9,5,5
20-04-2020,Jharkhand,23.6102,85.2799,42,0,8,2,0
20-04-2020,Karnataka,15.3173,75.7139,390,111,6,16,7
20-04-2020,Kerala,10.8505,76.2711,402,270,2,3,13
20-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
20-04-2020,Madhya Pradesh,22.9734,78.6569,1407,127,0,70,0
20-04-2020,Maharashtra,19.7515,75.7139,4203,507,552,223,142
20-04-2020,Manipur,24.6637,93.9063,2,1,0,0,0
20-04-2020,Meghalaya,25.467,91.3662,11,0,0,1,0
20-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
20-04-2020,Odisha,20.9517,85.0985,68,24,7,1,0
20-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
20-04-2020,Punjab,31.1471,75.3412,219,31,17,16,4
20-04-2020,Rajasthan,27.0238,74.2179,1478,183,127,14,0
20-04-2020,Tamil Nadu,11.1271,78.6569,1477,411,105,15,46
20-04-2020,Telengana,18.1124,79.0193,844,186,35,18,0
20-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
20-04-2020,Uttar Pradesh,26.8467,80.9462,1084,108,115,17,22
20-04-2020,Uttarakhand,30.0668,79.0193,44,11,2,0,2
20-04-2020,West Bengal,22.9868,87.855,339,66,29,12,4
21-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,16,11,1,0,0
21-04-2020,Andhra Pradesh,15.9129,79.74,722,92,76,20,50
21-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0
21-04-2020,Assam,26.2006,92.9376,35,19,0,1,2
21-04-2020,Bihar,25.0961,85.3131,113,42,20,2,0
21-04-2020,Chandigarh,30.7333,76.7794,26,13,0,0,0
21-04-2020,Chhattisgarh,21.2787,81.8661,36,25,0,0,0
21-04-2020,Delhi,28.7041,77.1025,2081,431,78,47,359
21-04-2020,Goa,15.2993,74.124,7,7,0,0,0
21-04-2020,Gujarat,22.2587,71.1924,1939,131,196,71,26
21-04-2020,Haryana,29.0588,76.0856,254,127,21,3,40
21-04-2020,Himachal Pradesh,31.1048,77.1734,39,16,0,1,0
21-04-2020,Jammu and Kashmir,33.7782,76.5762,368,71,18,5,15
21-04-2020,Jharkhand,23.6102,85.2799,46,0,4,2,0
21-04-2020,Karnataka,15.3173,75.7139,408,112,18,16,1
21-04-2020,Kerala,10.8505,76.2711,408,291,6,3,21
21-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
21-04-2020,Madhya Pradesh,22.9734,78.6569,1485,127,78,74,0
21-04-2020,Maharashtra,19.7515,75.7139,4666,572,463,232,65
21-04-2020,Manipur,24.6637,93.9063,2,2,0,0,1
21-04-2020,Meghalaya,25.467,91.3662,11,0,0,1,0
21-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
21-04-2020,Odisha,20.9517,85.0985,74,24,6,1,0
21-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
21-04-2020,Punjab,31.1471,75.3412,245,38,26,16,7
21-04-2020,Rajasthan,27.0238,74.2179,1576,205,98,25,22
21-04-2020,Tamil Nadu,11.1271,78.6569,1520,457,43,17,46
21-04-2020,Telengana,18.1124,79.0193,873,190,29,23,4
21-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
21-04-2020,Uttar Pradesh,26.8467,80.9462,1184,140,100,18,32
21-04-2020,Uttarakhand,30.0668,79.0193,46,18,2,0,7
21-04-2020,West Bengal,22.9868,87.855,392,73,53,12,7
22-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,16,11,0,0,0
22-04-2020,Andhra Pradesh,15.9129,79.74,757,96,35,22,4
22-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,1
22-04-2020,Assam,26.2006,92.9376,35,19,0,1,0
22-04-2020,Bihar,25.0961,85.3131,126,42,13,2,0
22-04-2020,Chandigarh,30.7333,76.7794,27,14,1,0,1
22-04-2020,Chhattisgarh,21.2787,81.8661,36,26,0,0,1
22-04-2020,Delhi,28.7041,77.1025,2156,611,75,47,180
22-04-2020,Goa,15.2993,74.124,7,7,0,0,0
22-04-2020,Gujarat,22.2587,71.1924,2178,139,239,90,8
22-04-2020,Haryana,29.0588,76.0856,254,127,0,3,0
22-04-2020,Himachal Pradesh,31.1048,77.1734,39,16,0,1,0
22-04-2020,Jammu and Kashmir,33.7782,76.5762,380,81,12,5,10
22-04-2020,Jharkhand,23.6102,85.2799,45,0,0,3,0
22-04-2020,Karnataka,15.3173,75.7139,418,129,10,17,17
22-04-2020,Kerala,10.8505,76.2711,427,307,19,3,16
22-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
22-04-2020,Madhya Pradesh,22.9734,78.6569,1552,148,67,76,21
22-04-2020,Maharashtra,19.7515,75.7139,5218,722,552,251,150
22-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
22-04-2020,Meghalaya,25.467,91.3662,12,0,1,1,0
22-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
22-04-2020,Odisha,20.9517,85.0985,79,24,5,1,0
22-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
22-04-2020,Punjab,31.1471,75.3412,245,39,0,16,1
22-04-2020,Rajasthan,27.0238,74.2179,1659,230,83,25,25
22-04-2020,Tamil Nadu,11.1271,78.6569,1596,635,76,18,178
22-04-2020,Telengana,18.1124,79.0193,928,194,55,23,4
22-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
22-04-2020,Uttar Pradesh,26.8467,80.9462,1294,140,110,20,0
22-04-2020,Uttarakhand,30.0668,79.0193,46,19,0,0,1
22-04-2020,West Bengal,22.9868,87.855,423,73,31,15,0
23-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,18,11,2,0,0
23-04-2020,Andhra Pradesh,15.9129,79.74,813,120,56,24,24
23-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
23-04-2020,Assam,26.2006,92.9376,35,19,0,1,0
23-04-2020,Bihar,25.0961,85.3131,143,46,17,2,4
23-04-2020,Chandigarh,30.7333,76.7794,27,14,0,0,0
23-04-2020,Chhattisgarh,21.2787,81.8661,36,26,0,0,0
23-04-2020,Delhi,28.7041,77.1025,2248,724,92,48,113
23-04-2020,Goa,15.2993,74.124,7,7,0,0,0
23-04-2020,Gujarat,22.2587,71.1924,2407,179,229,103,40
23-04-2020,Haryana,29.0588,76.0856,262,140,8,3,13
23-04-2020,Himachal Pradesh,31.1048,77.1734,40,18,1,1,2
23-04-2020,Jammu and Kashmir,33.7782,76.5762,407,92,27,5,11
23-04-2020,Jharkhand,23.6102,85.2799,49,8,4,3,8
23-04-2020,Karnataka,15.3173,75.7139,427,131,9,17,2
23-04-2020,Kerala,10.8505,76.2711,438,323,11,3,16
23-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
23-04-2020,Madhya Pradesh,22.9734,78.6569,1592,148,40,80,0
23-04-2020,Maharashtra,19.7515,75.7139,5652,789,434,269,67
23-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
23-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
23-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
23-04-2020,Odisha,20.9517,85.0985,83,32,4,1,8
23-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
23-04-2020,Punjab,31.1471,75.3412,251,49,6,16,10
23-04-2020,Rajasthan,27.0238,74.2179,1890,230,231,27,0
23-04-2020,Tamil Nadu,11.1271,78.6569,1629,662,33,18,27
23-04-2020,Telengana,18.1124,79.0193,945,194,17,23,0
23-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
23-04-2020,Uttar Pradesh,26.8467,80.9462,1449,173,155,21,33
23-04-2020,Uttarakhand,30.0668,79.0193,46,23,0,0,4
23-04-2020,West Bengal,22.9868,87.855,456,79,33,15,6
24-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,22,11,4,0,0
24-04-2020,Andhra Pradesh,15.9129,79.74,895,141,82,27,21
24-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
24-04-2020,Assam,26.2006,92.9376,36,19,1,1,0
24-04-2020,Bihar,25.0961,85.3131,153,46,10,2,0
24-04-2020,Chandigarh,30.7333,76.7794,27,14,0,0,0
24-04-2020,Chhattisgarh,21.2787,81.8661,36,28,0,0,2
24-04-2020,Delhi,28.7041,77.1025,2376,808,128,50,84
24-04-2020,Goa,15.2993,74.124,7,7,0,0,0
24-04-2020,Gujarat,22.2587,71.1924,2624,258,217,112,79
24-04-2020,Haryana,29.0588,76.0856,272,156,10,3,16
24-04-2020,Himachal Pradesh,31.1048,77.1734,40,18,0,1,0
24-04-2020,Jammu and Kashmir,33.7782,76.5762,427,92,20,5,0
24-04-2020,Jharkhand,23.6102,85.2799,53,8,4,3,0
24-04-2020,Karnataka,15.3173,75.7139,445,145,18,17,14
24-04-2020,Kerala,10.8505,76.2711,447,324,9,3,1
24-04-2020,Ladakh,34.2996,78.2932,18,14,0,0,0
24-04-2020,Madhya Pradesh,22.9734,78.6569,1699,203,107,83,55
24-04-2020,Maharashtra,19.7515,75.7139,6430,840,778,283,51
24-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
24-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
24-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
24-04-2020,Odisha,20.9517,85.0985,90,33,7,1,1
24-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
24-04-2020,Punjab,31.1471,75.3412,277,65,26,16,16
24-04-2020,Rajasthan,27.0238,74.2179,1964,230,74,27,0
24-04-2020,Tamil Nadu,11.1271,78.6569,1683,752,54,20,90
24-04-2020,Telengana,18.1124,79.0193,960,197,15,24,3
24-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
24-04-2020,Uttar Pradesh,26.8467,80.9462,1510,206,61,24,33
24-04-2020,Uttarakhand,30.0668,79.0193,47,24,1,0,1
24-04-2020,West Bengal,22.9868,87.855,514,103,58,15,24
25-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,27,11,5,0,0
25-04-2020,Andhra Pradesh,15.9129,79.74,955,145,60,29,4
25-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
25-04-2020,Assam,26.2006,92.9376,36,19,0,1,0
25-04-2020,Bihar,25.0961,85.3131,223,46,70,2,0
25-04-2020,Chandigarh,30.7333,76.7794,27,14,0,0,0
25-04-2020,Chhattisgarh,21.2787,81.8661,36,30,0,0,2
25-04-2020,Delhi,28.7041,77.1025,2514,857,138,53,49
25-04-2020,Goa,15.2993,74.124,7,7,0,0,0
25-04-2020,Gujarat,22.2587,71.1924,2815,265,191,127,7
25-04-2020,Haryana,29.0588,76.0856,272,156,0,3,0
25-04-2020,Himachal Pradesh,31.1048,77.1734,40,18,0,1,0
25-04-2020,Jammu and Kashmir,33.7782,76.5762,454,109,27,5,17
25-04-2020,Jharkhand,23.6102,85.2799,57,8,4,3,0
25-04-2020,Karnataka,15.3173,75.7139,474,152,29,18,7
25-04-2020,Kerala,10.8505,76.2711,450,331,3,3,7
25-04-2020,Ladakh,34.2996,78.2932,20,14,2,0,0
25-04-2020,Madhya Pradesh,22.9734,78.6569,1852,210,153,92,7
25-04-2020,Maharashtra,19.7515,75.7139,6817,840,387,301,0
25-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
25-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
25-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
25-04-2020,Odisha,20.9517,85.0985,94,33,4,1,0
25-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
25-04-2020,Punjab,31.1471,75.3412,298,67,21,17,2
25-04-2020,Rajasthan,27.0238,74.2179,2034,230,70,27,0
25-04-2020,Tamil Nadu,11.1271,78.6569,1755,866,72,22,114
25-04-2020,Telengana,18.1124,79.0193,984,253,24,26,56
25-04-2020,Tripura,23.9408,91.9882,2,1,0,0,0
25-04-2020,Uttar Pradesh,26.8467,80.9462,1621,247,111,25,41
25-04-2020,Uttarakhand,30.0668,79.0193,48,25,1,0,1
25-04-2020,West Bengal,22.9868,87.855,571,103,57,18,0
26-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,11,6,0,0
26-04-2020,Andhra Pradesh,15.9129,79.74,1061,171,106,31,26
26-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
26-04-2020,Assam,26.2006,92.9376,36,19,0,1,0
26-04-2020,Bihar,25.0961,85.3131,243,46,20,2,0
26-04-2020,Chandigarh,30.7333,76.7794,28,15,1,0,1
26-04-2020,Chhattisgarh,21.2787,81.8661,37,32,1,0,2
26-04-2020,Delhi,28.7041,77.1025,2625,869,111,54,12
26-04-2020,Goa,15.2993,74.124,7,7,0,0,0
26-04-2020,Gujarat,22.2587,71.1924,3071,282,256,133,17
26-04-2020,Haryana,29.0588,76.0856,289,176,17,3,20
26-04-2020,Himachal Pradesh,31.1048,77.1734,40,22,0,1,4
26-04-2020,Jammu and Kashmir,33.7782,76.5762,494,112,40,6,3
26-04-2020,Jharkhand,23.6102,85.2799,67,13,10,3,5
26-04-2020,Karnataka,15.3173,75.7139,500,158,26,18,6
26-04-2020,Kerala,10.8505,76.2711,457,338,7,4,7
26-04-2020,Ladakh,34.2996,78.2932,20,14,0,0,0
26-04-2020,Madhya Pradesh,22.9734,78.6569,2096,210,244,99,0
26-04-2020,Maharashtra,19.7515,75.7139,7628,1076,811,323,236
26-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
26-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
26-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
26-04-2020,Odisha,20.9517,85.0985,94,33,0,1,0
26-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
26-04-2020,Punjab,31.1471,75.3412,298,67,0,17,0
26-04-2020,Rajasthan,27.0238,74.2179,2083,493,49,33,263
26-04-2020,Tamil Nadu,11.1271,78.6569,1821,960,66,23,94
26-04-2020,Telengana,18.1124,79.0193,991,280,7,26,27
26-04-2020,Tripura,23.9408,91.9882,2,2,0,0,1
26-04-2020,Uttar Pradesh,26.8467,80.9462,1843,289,222,29,42
26-04-2020,Uttarakhand,30.0668,79.0193,48,26,0,0,1
26-04-2020,West Bengal,22.9868,87.855,611,105,40,18,2
27-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,11,0,0,0
27-04-2020,Andhra Pradesh,15.9129,79.74,1097,231,36,31,60
27-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
27-04-2020,Assam,26.2006,92.9376,36,27,0,1,8
27-04-2020,Bihar,25.0961,85.3131,274,56,31,2,10
27-04-2020,Chandigarh,30.7333,76.7794,30,17,2,0,2
27-04-2020,Chhattisgarh,21.2787,81.8661,37,32,0,0,0
27-04-2020,Delhi,28.7041,77.1025,2918,877,293,54,8
27-04-2020,Goa,15.2993,74.124,7,7,0,0,0
27-04-2020,Gujarat,22.2587,71.1924,3301,313,230,151,31
27-04-2020,Haryana,29.0588,76.0856,289,176,0,3,0
27-04-2020,Himachal Pradesh,31.1048,77.1734,40,22,0,1,0
27-04-2020,Jammu and Kashmir,33.7782,76.5762,523,137,29,6,25
27-04-2020,Jharkhand,23.6102,85.2799,82,13,15,3,0
27-04-2020,Karnataka,15.3173,75.7139,503,182,3,19,24
27-04-2020,Kerala,10.8505,76.2711,458,338,1,4,0
27-04-2020,Ladakh,34.2996,78.2932,20,14,0,0,0
27-04-2020,Madhya Pradesh,22.9734,78.6569,2096,302,0,103,92
27-04-2020,Maharashtra,19.7515,75.7139,8068,1076,440,342,0
27-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
27-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
27-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
27-04-2020,Odisha,20.9517,85.0985,103,35,9,1,2
27-04-2020,Puducherry,11.9416,79.8083,7,3,0,0,0
27-04-2020,Punjab,31.1471,75.3412,313,71,15,18,4
27-04-2020,Rajasthan,27.0238,74.2179,2185,518,102,33,25
27-04-2020,Tamil Nadu,11.1271,78.6569,1885,1020,64,24,60
27-04-2020,Telengana,18.1124,79.0193,1002,280,11,26,0
27-04-2020,Tripura,23.9408,91.9882,2,2,0,0,0
27-04-2020,Uttar Pradesh,26.8467,80.9462,1868,289,25,29,0
27-04-2020,Uttarakhand,30.0668,79.0193,50,28,2,0,2
27-04-2020,West Bengal,22.9868,87.855,649,105,38,20,0
28-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,11,0,0,0
28-04-2020,Andhra Pradesh,15.9129,79.74,1183,235,86,31,4
28-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
28-04-2020,Assam,26.2006,92.9376,36,27,0,1,0
28-04-2020,Bihar,25.0961,85.3131,345,57,71,2,1
28-04-2020,Chandigarh,30.7333,76.7794,40,17,10,0,0
28-04-2020,Chhattisgarh,21.2787,81.8661,37,32,0,0,0
28-04-2020,Delhi,28.7041,77.1025,3108,877,190,54,0
28-04-2020,Goa,15.2993,74.124,7,7,0,0,0
28-04-2020,Gujarat,22.2587,71.1924,3548,394,247,162,81
28-04-2020,Haryana,29.0588,76.0856,296,183,7,3,7
28-04-2020,Himachal Pradesh,31.1048,77.1734,40,22,0,1,0
28-04-2020,Jammu and Kashmir,33.7782,76.5762,546,164,23,7,27
28-04-2020,Jharkhand,23.6102,85.2799,82,13,0,3,0
28-04-2020,Karnataka,15.3173,75.7139,512,193,9,20,11
28-04-2020,Kerala,10.8505,76.2711,481,355,23,4,17
28-04-2020,Ladakh,34.2996,78.2932,20,14,0,0,0
28-04-2020,Madhya Pradesh,22.9734,78.6569,2168,302,72,110,0
28-04-2020,Maharashtra,19.7515,75.7139,8590,1282,522,369,206
28-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
28-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
28-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
28-04-2020,Odisha,20.9517,85.0985,118,37,15,1,2
28-04-2020,Puducherry,11.9416,79.8083,8,3,1,0,0
28-04-2020,Punjab,31.1471,75.3412,313,71,0,18,0
28-04-2020,Rajasthan,27.0238,74.2179,2262,669,77,46,151
28-04-2020,Tamil Nadu,11.1271,78.6569,1937,1101,52,24,81
28-04-2020,Telengana,18.1124,79.0193,1004,321,2,26,41
28-04-2020,Tripura,23.9408,91.9882,2,2,0,0,0
28-04-2020,Uttar Pradesh,26.8467,80.9462,1955,335,87,31,46
28-04-2020,Uttarakhand,30.0668,79.0193,51,33,1,0,5
28-04-2020,West Bengal,22.9868,87.855,697,109,48,20,4
29-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,15,0,0,4
29-04-2020,Andhra Pradesh,15.9129,79.74,1259,258,76,31,23
29-04-2020,Arunachal Pradesh,28.218,94.7278,1,1,0,0,0
29-04-2020,Assam,26.2006,92.9376,38,27,2,1,0
29-04-2020,Bihar,25.0961,85.3131,366,64,21,2,7
29-04-2020,Chandigarh,30.7333,76.7794,56,17,16,0,0
29-04-2020,Chhattisgarh,21.2787,81.8661,38,34,1,0,2
29-04-2020,Delhi,28.7041,77.1025,3314,1078,206,54,201
29-04-2020,Goa,15.2993,74.124,7,7,0,0,0
29-04-2020,Gujarat,22.2587,71.1924,3744,434,196,181,40
29-04-2020,Haryana,29.0588,76.0856,310,209,14,3,26
29-04-2020,Himachal Pradesh,31.1048,77.1734,40,25,0,1,3
29-04-2020,Jammu and Kashmir,33.7782,76.5762,565,176,19,8,12
29-04-2020,Jharkhand,23.6102,85.2799,103,17,21,3,4
29-04-2020,Karnataka,15.3173,75.7139,523,207,11,20,14
29-04-2020,Kerala,10.8505,76.2711,485,359,4,4,4
29-04-2020,Ladakh,34.2996,78.2932,22,16,2,0,2
29-04-2020,Madhya Pradesh,22.9734,78.6569,2387,377,219,120,75
29-04-2020,Maharashtra,19.7515,75.7139,9318,1388,728,400,106
29-04-2020,Manipur,24.6637,93.9063,2,2,0,0,0
29-04-2020,Meghalaya,25.467,91.3662,12,0,0,1,0
29-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0
29-04-2020,Odisha,20.9517,85.0985,118,38,0,1,1
29-04-2020,Puducherry,11.9416,79.8083,8,3,0,0,0
29-04-2020,Punjab,31.1471,75.3412,322,71,9,19,0
29-04-2020,Rajasthan,27.0238,74.2179,2364,768,102,51,99
29-04-2020,Tamil Nadu,11.1271,78.6569,2058,1168,121,25,67
29-04-2020,Telengana,18.1124,79.0193,1004,321,0,26,0
29-04-2020,Tripura,23.9408,91.9882,2,2,0,0,0
29-04-2020,Uttar Pradesh,26.8467,80.9462,2053,462,98,34,127
29-04-2020,Uttarakhand,30.0668,79.0193,54,33,3,0,0
29-04-2020,West Bengal,22.9868,87.855,725,119,28,22,10
30-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,15,0,0,0
